"","Player_Name_Compact","Team","City","Game_Started","Games_Played","Minutes","Points","Two_Point_Made","Two_Point_Attempted","Two_Point_Percentage","Three_Point_Made","Three_Point_Attempted","Three_Point_Percentage","Free_Throws_Made","Free_Throws_Attempted","Free_Throws_Percentage","Defensive_Rebounds","Offensive_Rebounds","Total_Rebounds","Turnovers","Steals","Blocks_against","Blocks","Assists","Personal_Fouls","Personal_Fouls_Drawn","Efficiency"
"423","Trezzi A.","P. MILANO","MIP","3","1","2","2","1","1","100","","","","","","","","1","1","","","","","","","","3"
"424","Tucker T.","PAVIA B.","PVB","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"425","Turelli M.","ROMANO LOM.","ROL","28","28","368","103","32","82","39","8","18","44","15","27","56","66","41","107","17","6","4","7","7","52","22","107"
"426","Ukaegbu C.","CERMENATE (*)","CER (*)","27","27","650","247","89","162","55","11","45","24","36","61","59","136","61","197","52","15","5","18","14","66","60","296"
"427","Vai S.","O. PAVIA (*)","PVO (*)","19","11","46","9","0","2","0","3","14","21","0","1","0","1","1","2","","3","","","4","2","","2"
"428","Vanoni L.","ARCISATE (*)","ARC (*)","30","29","489","66","15","43","35","8","52","15","12","15","80","38","17","55","58","30","7","3","28","78","43","7"
"429","Vanzulli V.","CIS. CISLAGO","CIS","29","28","658","228","55","137","40","26","97","27","40","57","70","47","32","79","44","18","8","4","22","43","57","143"
"430","Vecerina S.","BERNAREGGIO","BER","23","22","229","51","16","38","42","3","19","16","10","14","71","12","4","16","20","8","1","1","16","25","14","18"
"431","Velardo C.","OPERA B.C.","OPE","31","31","788","351","110","225","49","0","5","0","131","212","62","132","100","232","60","24","10","4","31","64","177","484"
"432","Venturelli M.","VIGEVANO","VIG","31","31","984","532","111","223","50","46","148","31","172","211","82","99","10","109","102","34","4","3","107","79","210","557"
"433","Vercesi D.","OPERA B.C.","OPE","32","32","801","258","74","160","46","18","58","31","56","88","64","137","51","188","52","15","7","3","30","79","63","261"
"434","Verga F.","CERNUSCO (*)","CEN (*)","7","5","15","0","","","","0","2","0","","","","","1","1","2","1","","","1","","","-1"
"435","Veronesi F.","V. LUMEZZANE","LUM","28","28","720","186","68","140","49","0","2","0","50","90","56","141","97","238","49","18","9","1","24","83","69","281"
"436","Verri P.","PAVIA B.","PVB","29","29","773","355","59","125","47","57","148","39","66","88","75","138","38","176","47","28","3","7","41","58","96","416"
"437","Vescovi E.","B. 7 LAGHI","GAZ","28","25","248","67","14","24","58","11","43","26","6","13","46","30","12","42","14","8","1","","2","28","8","35"
"438","Vidakovic D.","V. LUMEZZANE","LUM","27","22","175","53","9","25","36","11","26","42","2","5","40","18","8","26","12","3","2","1","1","20","6","22"
"439","Vigano' C.","LISSONE (*)","LIS (*)","30","30","678","202","25","58","43","42","136","31","26","35","74","29","10","39","24","15","2","","21","57","26","84"
"440","Viganò L.","AGRATE CAN.","AGR","9","0","","0","","","","","","","","","","","","","","","","","","","",""
"441","Villa E.","R. SARONNO","SAR","1","1","1","0","","","","","","","","","","","","","","","","","","","",""
"442","Villa G.","AGRATE CAN.","AGR","29","29","887","349","47","119","39","62","165","38","69","78","88","129","18","147","50","19","2","5","68","79","74","347"
"443","Villa N.","LIERNA","LIE","24","24","631","112","11","35","31","24","88","27","18","33","55","51","18","69","16","14","2","5","46","68","32","89"
"444","Villa L.","CERMENATE (*)","CER (*)","27","26","375","144","36","72","50","21","87","24","9","14","64","36","11","47","21","12","3","1","10","56","20","47"
"445","Villa L.","P. MILANO","MIP","2","2","5","0","0","1","0","0","1","0","","","","1","2","3","","","1","","","","",""
"446","Visnjic D.","MANERBIO","MAN","14","4","35","8","4","9","44","0","1","0","","","","2","3","5","2","1","","","1","2","3","8"
"447","Vitellaro Zuccarello M.","ARCISATE (*)","ARC (*)","10","7","41","2","1","3","33","","","","0","2","0","7","2","9","6","2","","","2","5","2","2"
"448","Zambelli F.","OLGINATE","OLG","37","37","864","215","46","143","32","23","97","24","54","76","71","51","21","72","57","43","3","2","78","86","70","141"
"449","Zanasca E.","B. 7 LAGHI","GAZ","7","4","30","2","1","3","33","0","2","0","","","","3","1","4","4","","","","","6","1","-7"
"450","Zanchetta G.","CERNUSCO (*)","CEN (*)","30","28","701","157","38","111","34","10","63","16","51","72","71","56","7","63","38","23","","2","65","57","46","114"
"451","Zandalasini A.","O. PAVIA (*)","PVO (*)","34","34","752","256","61","128","48","35","103","34","29","39","74","95","17","112","38","18","5","1","30","80","30","179"
"452","Zattra D.","ARCISATE (*)","ARC (*)","30","28","611","244","110","181","61","1","9","11","21","36","58","96","45","141","44","12","7","4","13","84","35","220"
"453","Zennaro G.","R. SARONNO","SAR","32","32","576","176","50","105","48","11","51","22","43","55","78","68","20","88","41","21","9","2","53","62","78","199"
"454","Zonca A.","CERNUSCO (*)","CEN (*)","2","1","4","3","0","1","0","1","1","100","","","","","","","","","","","3","","","5"
