"","Player_Name_Compact","Team","City","Game_Started","Games_Played","Minutes","Points","Two_Point_Made","Two_Point_Attempted","Two_Point_Percentage","Three_Point_Made","Three_Point_Attempted","Three_Point_Percentage","Free_Throws_Made","Free_Throws_Attempted","Free_Throws_Percentage","Defensive_Rebounds","Offensive_Rebounds","Total_Rebounds","Turnovers","Steals","Blocks_against","Blocks","Assists","Personal_Fouls","Personal_Fouls_Drawn","Efficiency"
"187","Furlanis G.","BK ISEO","ISE","39","38","1137","465","100","245","41","56","188","30","97","107","91","150","37","187","84","41","9","2","102","79","107","445"
"188","Fusella P.","PALL. MILANO 1958","MIL","28","27","634","297","125","225","56","1","10","10","44","62","71","83","70","153","54","20","5","9","18","68","74","317"
"189","Gaibotti M.","VIRTUS LUMEZZANE","LUM","13","5","14","0","0","2","0","","","","","","","","","","1","","","","","1","","-4"
"190","Galasso R.","V. CERMENATE","CER","34","18","128","43","3","10","30","12","39","31","1","2","50","8","3","11","7","4","","","10","6","2","22"
"191","Galati G.","OPERA BK CLUB","OPE","24","24","519","131","35","94","37","9","36","25","34","45","76","70","19","89","34","18","2","5","23","50","48","131"
"192","Galli F.","CASA GIOVENTU' ERBA","ERB","5","4","8","0","0","1","0","","","","","","","1","","1","","","1","","","1","","-2"
"193","Galli A.","I. TEDESCHI SANSE CREMONA","CRE","3","1","1","0","","","","","","","","","","1","","1","","","","","","","","1"
"194","Gattai L.","PALL. MILANO 1958","MIL","4","3","12","0","0","1","0","","","","","","","2","1","3","2","","","","","","2","2"
"195","Gatti M.","PALL. LISSONE","LIS","32","32","884","345","87","181","48","41","115","36","48","66","73","74","33","107","54","30","9","2","61","66","78","308"
"196","Gatto G.","USD NERVIANESE","NER","34","34","973","344","106","230","46","21","89","24","69","132","52","126","19","145","95","41","17","2","176","98","127","370"
"197","Gatto C.","BK GALLARATE","GAL","30","30","723","287","59","143","41","40","123","33","49","81","60","126","31","157","64","22","5","4","40","64","69","247"
"198","Gerli E.","B.T. PIZZIGHETTONE","PIZ","34","34","876","278","91","225","40","15","42","36","51","72","71","107","53","160","70","18","11","2","75","94","82","258"
"199","Ghitti S.","BK ISEO","ISE","38","22","208","34","3","11","27","7","22","32","7","9","78","18","4","22","24","8","1","","16","28","10","12"
"200","Giargiari M.","OPERA BK CLUB","OPE","7","5","16","1","0","2","0","","","","1","2","50","3","","3","1","","","","","7","1","-6"
"201","Giglio M.","C.ALLUMINIO BAJ ARCISATE","ARC","26","12","106","17","2","6","33","3","15","20","4","4","100","9","2","11","9","5","1","1","7","19","4",""
"202","Giocondo G.","MILANOTRE BASKET","BAS","36","34","980","624","129","306","42","70","186","38","156","199","78","131","23","154","88","52","11","5","68","113","172","527"
"203","Girardin R.","PALL. CERRO MAGGIORE","CEM","32","32","575","145","43","127","34","11","39","28","26","43","60","78","31","109","35","13","3","10","16","67","34","93"
"204","Gnali G.","VIRTUS LUMEZZANE","LUM","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"205","Gorla N.","JU.VI. CREMONA","CRJ","38","38","1018","328","66","167","40","55","144","38","31","45","69","169","49","218","63","46","4","6","61","75","44","357"
"206","Gorla P.","LIBERTAS CERNUSCO","CER","35","34","470","145","33","107","31","18","64","28","25","37","68","71","34","105","29","17","4","2","21","39","35","121"
"207","Gotti C.","USD NERVIANESE","NER","34","33","653","194","70","123","57","12","51","24","18","29","62","130","37","167","31","24","3","24","16","82","37","243"
"208","Grampa M.","CISTELLUM CISLAGO","CIS","34","34","1108","498","147","346","42","37","101","37","93","112","83","128","38","166","74","29","17","6","77","56","118","465"
"209","Grassi D.","PALL. LISSONE","LIS","11","4","14","2","1","3","33","","","","","","","","","","1","","","","","","1",""
"210","Grugnetti F.","FOR ENERGY VIGEVANO","VIG","38","37","817","261","39","72","54","54","106","51","21","27","78","122","10","132","46","45","3","1","162","64","49","446"
"211","Guffanti A.","LIBERTAS CERNUSCO","CER","35","34","994","387","85","215","40","46","156","29","79","109","72","118","39","157","71","29","10","2","65","88","109","310"
"212","Guidi A.","USD NERVIANESE","NER","34","33","613","297","53","125","42","47","143","33","50","59","85","90","22","112","52","18","10","1","32","83","61","199"
"213","Gurioli A.","ROBUR SARONNO","SAR","38","38","1087","611","137","272","50","68","166","41","133","161","83","195","28","223","95","31","9","4","53","126","169","600"
"214","Hamadi G.","OPERA BK CLUB","OPE","28","28","722","290","60","146","41","36","146","25","62","74","84","65","27","92","47","31","4","2","46","73","71","200"
"215","Iacono M.","MILANOTRE BASKET","BAS","37","37","1111","449","79","218","36","69","188","37","84","120","70","88","9","97","49","40","6","3","93","57","126","402"
"216","Invernizzi B.","BATTAGLIA MORTARA","MOR","23","10","30","2","1","2","50","","","","","","","2","2","4","1","1","","","","4","","1"
"217","Iurato C.","OPERA BK CLUB","OPE","26","26","675","369","86","205","42","46","120","38","59","73","81","73","36","109","62","29","11","1","45","57","75","291"
"218","Jankovic A.","VIRTUS LUMEZZANE","LUM","9","4","12","2","1","3","33","0","1","0","","","","","","","","1","1","","1","1","","-1"
"219","Labovic L.","CORONA PLATINA","PIA","20","6","9","0","0","2","0","","","","","","","","1","1","2","","","","","1","","-4"
"220","Laudi F.","C.ALLUMINIO BAJ ARCISATE","ARC","30","29","424","91","25","85","29","5","35","14","26","35","74","42","13","55","31","17","3","","25","36","32","51"
"221","Lazarov D.","PALL. MILANO 1958","MIL","1","1","3","2","1","1","100","","","","","","","2","","2","1","","","","","","","3"
"222","Lazzari M.","MANERBIO BK (*)","MAN (*)","23","9","41","10","3","7","43","1","3","33","1","2","50","4","2","6","5","1","","","4","11","1","-1"
"223","Leone A.","BK ISEO","ISE","38","34","958","508","116","257","45","49","154","32","129","166","78","133","15","148","119","45","6","2","169","80","168","552"
"224","Lepri J.","C.ALLUMINIO BAJ ARCISATE","ARC","31","31","941","391","81","229","35","38","148","26","115","156","74","49","9","58","96","78","19","","88","58","148","291"
"225","Leva M.","ROBUR SARONNO","SAR","39","39","1143","290","23","59","39","64","187","34","52","64","81","83","8","91","50","22","1","1","82","90","70","244"
"226","Li Volsi A.","CISTELLUM CISLAGO","CIS","11","8","56","6","1","3","33","1","5","20","1","2","50","4","","4","7","4","","","1","2","1",""
"227","Livio A.","C.ALLUMINIO BAJ ARCISATE","ARC","31","30","591","133","27","79","34","22","87","25","13","19","68","57","10","67","32","21","","3","22","49","26","68"
"228","Lorenzetti A.","CORONA PLATINA","PIA","37","37","1105","591","227","387","59","10","44","23","107","181","59","185","128","313","66","49","10","7","47","113","157","707"
"229","Lugic L.","CORONA PLATINA","PIA","35","31","865","326","91","187","49","29","131","22","57","99","58","134","29","163","57","22","4","17","44","66","104","309"
"230","Luisari N.","LIBERTAS CERNUSCO","CER","4","2","4","0","","","","","","","","","","1","","1","","","","","","1","",""
"231","Macchi J.","ROMANO BASKET (*)","ROM (*)","33","27","196","50","9","21","43","3","14","21","23","30","77","9","3","12","8","4","","","9","32","21","26"
"232","Mangiapane F.","LIBERTAS CERNUSCO","CER","24","24","430","181","22","84","26","35","144","24","32","41","78","38","7","45","27","10","5","","8","30","42","44"
"233","Manini D.","B.T. PIZZIGHETTONE","PIZ","33","33","744","224","55","142","39","22","94","23","48","75","64","81","32","113","48","19","9","","53","68","80","178"
"234","Mantovani A.","JU.VI. CREMONA","CRJ","36","18","116","13","5","19","26","0","4","0","3","4","75","10","2","12","11","1","2","","6","7","5","-2"
"235","Marazia A.","JU.VI. CREMONA","CRJ","7","3","13","6","2","2","100","0","2","0","2","2","100","1","2","3","4","1","","","1","2","1","4"
"236","Marcantoni N.","C.ALLUMINIO BAJ ARCISATE","ARC","29","5","16","3","","","","0","2","0","3","4","75","1","","1","1","","","","2","2","2","2"
"237","Marcone F.","BATTAGLIA MORTARA","MOR","13","6","24","11","3","4","75","1","1","100","2","2","100","4","","4","1","","","","6","4","2","17"
"238","Marelli G.","CSA AGRATE BRIANZA","AGR","29","28","434","159","59","126","47","5","42","12","26","35","74","36","11","47","35","32","2","","29","38","40","119"
"239","Marelli D.","VIRTUS LUMEZZANE","LUM","34","28","745","318","72","149","48","45","160","28","39","58","67","55","17","72","47","22","1","4","58","59","59","215"
"240","Marelli S.","PALL. GARDONESE","GAR","29","29","660","162","56","131","43","5","25","20","35","64","55","102","27","129","58","15","6","1","82","67","60","194"
"241","Marenzi M.","CORONA PLATINA","PIA","35","35","797","263","74","155","48","20","85","24","55","72","76","98","40","138","39","47","6","14","49","128","61","236"
"242","Maresca G.","CORONA PLATINA","PIA","35","21","78","14","3","6","50","2","3","67","2","2","100","5","5","10","8","2","","1","1","15","2","3"
"243","Mariani G.","ROBUR SARONNO","SAR","21","19","571","170","43","81","53","18","60","30","30","42","71","78","6","84","48","26","2","6","86","61","50","219"
"244","Mariani L.","PALL. CERRO MAGGIORE","CEM","19","3","6","2","1","1","100","0","1","0","","","","4","","4","","1","","","","","","6"
"245","Marinoni M.","V. CERMENATE","CER","4","2","4","3","0","1","0","1","1","100","","","","","","","1","","","","","","","1"
"246","Marmugi L.","VIRTUS LUMEZZANE","LUM","33","33","984","346","77","197","39","44","136","32","60","74","81","177","27","204","56","18","8","2","62","98","88","332"
"247","Marranzano G.","PALL. CERRO MAGGIORE","CEM","33","32","780","199","35","100","35","30","108","28","39","57","68","119","24","143","47","25","11","2","52","99","76","179"
"248","Martignoni S.","7 LAGHI GAZZADA","GAZ","29","10","28","5","1","8","12","0","6","0","3","4","75","5","1","6","","1","1","","","4","3","-4"
"249","Martinoli O.","FOR ENERGY VIGEVANO","VIG","4","3","14","5","2","3","67","","","","1","2","50","6","1","7","","","","","2","1","","11"
"250","Mascadri S.","CORONA PLATINA","PIA","37","37","1230","524","103","213","48","74","222","33","96","133","72","127","15","142","80","27","1","3","127","67","130","510"
"251","Mascherini M.","PALL. GARDONESE","GAR","1","1","1","3","","","","1","1","100","","","","","","","","","","","","","","3"
"252","Matteucci L.","7 LAGHI GAZZADA","GAZ","36","33","839","302","55","113","49","36","105","34","84","99","85","102","22","124","36","22","11","11","22","77","107","322"
"253","Mattiolo M.","7 LAGHI GAZZADA","GAZ","3","0","","0","","","","","","","","","","","","","","","","","","","",""
"254","Mazzanti E.","ROMANO BASKET (*)","ROM (*)","34","33","825","317","105","221","48","22","68","32","41","75","55","110","29","139","63","37","7","9","49","101","62","246"
"255","Mazzoccato D.","V. CERMENATE","CER","2","0","","0","","","","","","","","","","","","","","","","","","","",""
"256","Meraviglia M.","PALL. CERRO MAGGIORE","CEM","30","8","18","0","0","2","0","","","","","","","1","","1","","","","","","","2","1"
"257","Mercante S.","LIBERTAS CERNUSCO","CER","31","31","883","357","54","175","31","62","186","33","63","100","63","154","10","164","89","66","5","1","123","91","125","369"
"258","Meregalli M.","PALL. LISSONE","LIS","15","14","331","92","13","31","42","19","73","26","9","11","82","36","7","43","15","11","1","","18","28","12","58"
"259","Meroni P.","PALL. LISSONE","LIS","18","18","505","190","46","113","41","23","78","29","29","44","66","47","15","62","42","15","4","3","47","54","48","128"
"260","Mezza E.","BATTAGLIA MORTARA","MOR","13","5","32","11","1","1","100","3","4","75","","","","","1","1","","","","","","6","","5"
"261","Millauro T.","CISTELLUM CISLAGO","CIS","18","11","12","0","","","","","","","","","","","","","","","","","","1","","-1"
"262","Milovanovic M.","VIRTUS LUMEZZANE","LUM","34","34","757","334","125","257","49","0","1","0","84","145","58","114","94","208","75","15","15","13","15","99","123","325"
"263","Minoli T.","FOR ENERGY VIGEVANO","VIG","38","38","798","199","32","67","48","30","81","37","45","71","63","139","23","162","27","25","2","2","107","92","77","339"
"264","Mitrovic B.","PALL. GARDONESE","GAR","29","29","572","203","42","96","44","26","87","30","41","66","62","115","8","123","57","17","5","9","52","43","68","227"
"265","Mladenovic M.","PALL. LISSONE","LIS","30","23","326","64","18","58","31","3","12","25","19","30","63","33","24","57","11","5","3","2","3","27","25","55"
"266","Moalli L.","7 LAGHI GAZZADA","GAZ","37","37","784","116","29","86","34","12","39","31","22","29","76","74","21","95","42","52","2","4","83","106","51","160"
"267","Molteni F.","CISTELLUM CISLAGO","CIS","1","1","1","0","","","","","","","","","","","","","","","","","","","",""
"268","Montalbetti M.","C.ALLUMINIO BAJ ARCISATE","ARC","31","29","360","73","9","34","26","13","53","25","16","25","64","41","8","49","16","7","1","","8","59","27","14"
"269","Monticelli M.","CISTELLUM CISLAGO","CIS","28","14","47","10","5","13","38","0","1","0","0","4","0","3","","3","3","","1","","","14","4","-14"
"270","Mora M.","VIRTUS LUMEZZANE","LUM","34","30","742","257","102","204","50","3","18","17","44","74","59","155","57","212","29","24","6","9","44","81","82","365"
"271","Moraghi A.","7 LAGHI GAZZADA","GAZ","35","35","871","311","94","209","45","2","9","22","117","160","73","135","104","239","54","22","5","7","37","76","146","462"
"272","Morandi G.","PALL. LISSONE","LIS","32","26","282","50","21","50","42","1","6","17","5","6","83","17","1","18","26","14","5","","27","23","2","22"
"273","Morandi M.","PALL. CERRO MAGGIORE","CEM","28","9","32","2","1","4","25","","","","0","1","0","1","2","3","1","","","","1","3","2",""
"274","Moretti P.","FOR ENERGY VIGEVANO","VIG","5","4","32","4","2","4","50","0","5","0","","","","6","","6","2","3","","","4","4","","4"
"275","Moretti M.","OPERA BK CLUB","OPE","26","25","438","107","33","78","42","7","28","25","20","45","44","66","38","104","21","10","2","9","18","77","39","96"
"276","Moretti M.","I. TEDESCHI SANSE CREMONA","CRE","13","2","11","4","2","5","40","","","","","","","","1","1","2","","","","","3","","-3"
"277","Mori M.","MILANOTRE BASKET","BAS","37","33","287","78","32","65","49","0","4","0","14","26","54","27","29","56","13","3","1","1","8","61","29","51"
"278","Mornati F.","PALL. LISSONE","LIS","9","8","89","14","0","1","0","4","25","16","2","2","100","7","3","10","","5","","","2","9","3","3"
"279","Morse D.","PALL. LISSONE","LIS","30","8","54","13","6","11","55","0","2","0","1","2","50","2","2","4","3","2","1","","1","4","1","5"
"280","Moscatelli I.","C.ALLUMINIO BAJ ARCISATE","ARC","3","0","","0","","","","","","","","","","","","","","","","","","","",""
"281","Mosele N.","BK GALLARATE","GAL","11","4","12","0","","","","","","","","","","2","","2","","","","","","","","2"
"282","Muzio D.","BATTAGLIA MORTARA","MOR","30","15","69","12","5","12","42","0","2","0","2","2","100","9","2","11","4","","","1","2","9","3","7"
"283","Natali A.","MANERBIO BK (*)","MAN (*)","20","17","445","152","39","83","47","22","70","31","8","12","67","86","19","105","45","9","3","14","11","59","16","104"
"284","Ndiaye A.","JU.VI. CREMONA","CRJ","36","36","936","391","136","223","61","28","126","22","35","66","53","195","60","255","83","65","4","6","48","81","75","456"
"285","Nebuloni A.","USD NERVIANESE","NER","33","23","206","58","17","32","53","5","23","22","9","15","60","37","20","57","10","8","1","8","13","32","10","72"
"286","Novati L.","ROBUR SARONNO","SAR","39","34","877","284","86","162","53","25","80","31","37","50","74","182","21","203","57","30","2","4","75","32","53","414"
"287","Nuclich S.","USD NERVIANESE","NER","34","34","841","260","84","184","46","25","84","30","17","24","71","100","44","144","36","30","2","3","70","72","40","271"
"288","Olivieri S.","CORONA PLATINA","PIA","36","33","925","468","182","317","57","1","24","4","101","152","66","203","91","294","78","18","11","10","59","83","138","606"
"289","Orlandi M.","BATTAGLIA MORTARA","MOR","18","11","35","10","4","8","50","0","2","0","2","2","100","1","","1","1","3","","","3","2","2","10"
"290","Ottelli A.","VIRTUS LUMEZZANE","LUM","6","0","","0","","","","","","","","","","","","","","","","","","","",""
"291","Ottolia L.","USD NERVIANESE","NER","1","1","7","0","0","2","0","0","1","0","","","","1","","1","","1","","","1","1","1",""
"292","Palac F.","CORONA PLATINA","PIA","18","16","399","157","41","82","50","15","48","31","30","49","61","45","18","63","36","22","2","","40","31","43","163"
"293","Papatolo N.","V. CERMENATE","CER","3","3","49","11","1","4","25","3","7","43","","","","8","3","11","","6","","","7","6","1","23"
"294","Pariani M.","BK GALLARATE","GAL","32","32","664","268","106","212","50","0","2","0","56","85","66","91","55","146","51","20","10","5","23","77","86","273"
"295","Passerini F.","7 LAGHI GAZZADA","GAZ","37","37","1176","577","121","233","52","79","281","28","98","129","76","169","24","193","62","47","12","1","103","76","114","540"
"296","Pastori J.","PALL. CERRO MAGGIORE","CEM","31","31","503","194","54","122","44","13","38","34","47","71","66","63","29","92","24","11","5","4","13","66","62","164"
"297","Pavanello E.","FOR ENERGY VIGEVANO","VIG","1","1","1","0","","","","","","","","","","","","","1","","","","","","","-1"
"298","Pavone M.","FOR ENERGY VIGEVANO","VIG","36","36","741","296","106","158","67","0","10","0","84","150","56","174","87","261","70","16","11","3","38","70","144","479"
"299","Pederzani L.","PALL. GARDONESE","GAR","27","9","40","10","1","10","10","2","4","50","2","5","40","5","","5","3","1","1","","1","2","2","-1"
"300","Pedrini S.","B.T. PIZZIGHETTONE","PIZ","31","30","969","412","101","209","48","37","105","35","99","131","76","216","105","321","55","46","","4","48","77","101","592"
"301","Pelizzari E.","BK ISEO","ISE","37","17","48","3","1","8","12","0","3","0","1","2","50","5","3","8","3","","","","","5","2","-6"
"302","Pelizzola A.","VIRTUS LUMEZZANE","LUM","2","0","","0","","","","","","","","","","","","","","","","","","","",""
"303","Pellizzoni R.","V. CERMENATE","CER","34","34","807","343","40","136","29","66","211","31","65","85","76","46","12","58","58","25","5","","28","95","86","121"
"304","Perego A.","PALL. MILANO 1958","MIL","34","34","965","212","59","145","41","20","75","27","34","47","72","80","6","86","88","31","11","3","157","72","63","227"
"305","Permon P.","BK ISEO","ISE","34","32","585","140","38","91","42","12","43","28","28","38","74","21","12","33","34","5","2","","23","89","43","25"
"306","Perotti N.","B.T. PIZZIGHETTONE","PIZ","4","1","1","0","","","","","","","","","","","","","","","","","","","",""
"307","Persico B.","MILANOTRE BASKET","BAS","37","37","771","184","76","160","48","","","","32","53","60","119","57","176","37","16","8","31","22","104","61","236"
"308","Pezzati E.","PALL. MILANO 1958","MIL","20","12","75","11","3","7","43","1","3","33","2","4","50","6","4","10","4","2","","3","6","4","4","20"
"309","Piantoni G.","BK ISEO","ISE","14","10","92","29","12","30","40","0","1","0","5","9","56","9","14","23","7","3","2","","1","14","8","18"
"310","Picotti S.","BK GALLARATE","GAL","32","32","775","199","64","146","44","11","31","35","38","65","58","83","54","137","69","43","4","","81","84","77","251"
"311","Pigliafreddo A.","ROBUR SARONNO","SAR","12","4","6","3","1","3","33","","","","1","2","50","","","","1","","","","","","1",""
"312","Pilotti A.","FOR ENERGY VIGEVANO","VIG","38","38","875","443","92","177","52","65","160","41","64","75","85","145","39","184","47","32","5","9","58","98","117","502"
"313","Pirovano N.","CISTELLUM CISLAGO","CIS","15","14","257","36","16","30","53","0","11","0","4","13","31","41","14","55","10","6","2","2","8","34","8","35"
"314","Pisacane L.","I. TEDESCHI SANSE CREMONA","CRE","13","11","115","10","4","11","36","0","6","0","2","3","67","3","1","4","10","2","","","7","18","2","-17"
"315","Pisoni T.","MANERBIO BK (*)","MAN (*)","31","30","582","118","51","120","42","1","25","4","13","23","57","94","48","142","50","9","","4","7","90","23","60"
"316","Pizzul P.","CSA AGRATE BRIANZA","AGR","27","26","266","58","19","45","42","4","16","25","8","16","50","37","15","52","15","8","2","2","18","55","17","37"
"317","Poli G.","PALL. GARDONESE","GAR","26","18","126","33","4","11","36","7","17","41","4","4","100","11","6","17","11","3","","1","8","36","7","5"
"318","Polini M.","VIRTUS LUMEZZANE","LUM","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"319","Politi F.","ROBUR SARONNO","SAR","39","38","980","521","173","315","55","2","8","25","169","198","85","181","93","274","109","13","13","19","35","101","186","648"
"320","Pontisso S.","BATTAGLIA MORTARA","MOR","36","36","960","383","113","214","53","27","119","23","76","114","67","102","22","124","81","64","6","12","105","117","128","381"
"321","Ponzelletti P.","CISTELLUM CISLAGO","CIS","34","29","660","235","42","150","28","39","127","31","34","46","74","124","19","143","44","8","2","3","13","60","44","132"
"322","Pozzi D.","CSA AGRATE BRIANZA","AGR","22","22","466","190","52","160","32","6","24","25","68","94","72","50","8","58","53","20","7","1","58","81","98","132"
"323","Presentazi A.","B.T. PIZZIGHETTONE","PIZ","25","24","542","188","36","94","38","28","105","27","32","58","55","42","16","58","26","18","7","10","15","52","44","87"
"324","Prestini G.","PALL. GARDONESE","GAR","23","20","602","280","74","160","46","32","82","39","36","45","80","132","26","158","48","25","3","13","48","65","47","310"
"325","Priuli A.","USD NERVIANESE","NER","33","33","941","324","109","214","51","5","21","24","91","125","73","178","90","268","56","25","4","16","49","86","141","522"
"326","Puerto A.","BK GALLARATE","GAL","4","1","1","0","","","","","","","","","","","","","","","","","","1","","-1"
"327","Puglisi S.","PALL. CERRO MAGGIORE","CEM","23","23","621","106","23","67","34","12","62","19","24","34","71","52","9","61","57","19","6","1","63","38","47","92"
"328","Puricelli D.","BK GALLARATE","GAL","33","32","621","299","100","207","48","17","54","31","48","73","66","111","60","171","26","5","6","5","12","56","46","281"
"329","Quaglia S.","ROBUR SARONNO","SAR","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"330","Quaglia P.","ROBUR SARONNO","SAR","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"331","Quaglia M.","BK GALLARATE","GAL","19","19","257","25","10","23","43","0","3","0","5","8","62","18","3","21","28","10","1","","22","35","27","22"
"332","Radunic M.","JU.VI. CREMONA","CRJ","14","14","336","184","70","117","60","3","16","19","35","54","65","88","37","125","32","8","4","7","13","25","44","241"
"333","Rakic K.","CORONA PLATINA","PIA","17","13","104","6","1","5","20","1","7","14","1","2","50","4","1","5","6","4","","","2","11","3","-8"
"334","Rakic N.","MANERBIO BK (*)","MAN (*)","32","31","992","364","86","190","45","50","163","31","42","70","60","126","45","171","97","47","4","1","57","89","74","279"
"335","Ramenghi F.","PALL. MILANO 1958","MIL","34","33","410","181","74","126","59","1","3","33","30","48","62","76","46","122","46","7","3","7","20","59","50","207"
"336","Rao P.","OPERA BK CLUB","OPE","24","16","102","4","2","8","25","0","7","0","0","2","0","9","4","13","5","1","1","","1","8","5","-5"
"337","Rao A.","BATTAGLIA MORTARA","MOR","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"338","Reali M.","PALL. MILANO 1958","MIL","34","34","758","304","39","121","32","55","191","29","61","75","81","146","22","168","37","20","4","6","45","72","62","260"
"339","Rebecchi G.","I. TEDESCHI SANSE CREMONA","CRE","3","0","","0","","","","","","","","","","","","","","","","","","","",""
"340","Reljic S.","I. TEDESCHI SANSE CREMONA","CRE","6","6","91","43","10","17","59","5","8","62","8","12","67","11","1","12","12","2","2","","9","19","14","33"
"341","Ricca A.","C.ALLUMINIO BAJ ARCISATE","ARC","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"342","Rigamonti A.","CASA GIOVENTU' ERBA","ERB","34","34","681","191","65","172","38","4","17","24","49","81","60","53","39","92","54","20","14","1","56","67","87","160"
"343","Rimoldi L.","CISTELLUM CISLAGO","CIS","34","29","220","20","7","15","47","2","18","11","","","","8","2","10","13","4","1","1","3","37","4","-33"
"344","Rinaldi L.","BATTAGLIA MORTARA","MOR","36","36","1054","385","123","261","47","39","117","33","22","32","69","137","58","195","60","23","5","7","51","91","46","325"
"345","Riva M.","LIBERTAS CERNUSCO","CER","28","28","452","201","32","77","42","42","138","30","11","17","65","28","16","44","23","8","2","1","7","22","19","86"
"346","Riva M.","PALL. LISSONE","LIS","24","19","252","70","21","50","42","7","28","25","7","9","78","34","8","42","9","7","3","4","9","17","10","61"
"347","Roberti M.","B.T. PIZZIGHETTONE","PIZ","34","34","698","190","34","77","44","19","64","30","65","78","83","66","27","93","56","23","5","2","60","51","81","236"
"348","Romano' G.","CASA GIOVENTU' ERBA","ERB","34","33","771","228","51","132","39","22","118","19","60","88","68","137","33","170","19","26","8","16","27","73","90","252"
"349","Rossetti P.","PALL. CERRO MAGGIORE","CEM","33","29","826","237","80","166","48","12","59","20","41","61","67","143","41","184","45","21","8","13","29","76","66","268"
"350","Rota R.","CSA AGRATE BRIANZA","AGR","26","26","561","128","35","71","49","10","54","19","28","48","58","64","27","91","37","25","3","","24","64","50","114"
"351","Rottoli S.","ROMANO BASKET (*)","ROM (*)","28","6","10","0","","","","","","","0","1","0","","","","","","","","","2","","-3"
"352","Rumi G.","V. CERMENATE","CER","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"353","Sacca R.","MILANOTRE BASKET","BAS","7","5","51","17","5","17","29","1","1","100","4","6","67","2","4","6","6","3","","","5","7","4","8"
"354","Saccardi C.","PALL. LISSONE","LIS","3","0","","0","","","","","","","","","","","","","","","","","","","",""
"355","Sacchetti A.","CSA AGRATE BRIANZA","AGR","31","25","241","39","11","33","33","0","3","0","17","22","77","25","5","30","6","1","2","1","2","28","20","27"
"356","Sacchetti T.","I. TEDESCHI SANSE CREMONA","CRE","31","31","646","216","36","87","41","35","117","30","39","44","89","46","16","62","73","25","8","","49","56","44","121"
"357","Saccomandi V.","PALL. MILANO 1958","MIL","2","1","3","0","","","","","","","","","","","","","1","1","","","","","",""
"358","Saibene N.","CISTELLUM CISLAGO","CIS","34","34","465","77","30","71","42","1","6","17","14","20","70","33","9","42","26","14","6","","20","75","37","31"
"359","Saini F.","PALL. MILANO 1958","MIL","24","24","421","181","70","143","49","0","3","0","41","62","66","88","36","124","43","24","2","3","14","73","51","182"
"360","Salafia L.","MANERBIO BK (*)","MAN (*)","18","18","481","153","58","111","52","5","23","22","22","39","56","82","37","119","42","8","3","4","21","65","64","171"
"361","Saresera A.","VIRTUS LUMEZZANE","LUM","33","29","722","118","19","61","31","14","62","23","38","51","75","99","10","109","45","20","1","9","87","82","64","176"
"362","Sbernardori R.","JU.VI. CREMONA","CRJ","20","11","47","6","3","5","60","0","4","0","","","","9","","9","3","","","","1","4","","3"
"363","Scomparin M.","CORONA PLATINA","PIA","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"364","Scuratti S.","V. CERMENATE","CER","34","33","781","302","130","257","51","1","7","14","39","55","71","148","52","200","58","11","7","14","22","88","68","315"
"365","Sela O.","VIRTUS LUMEZZANE","LUM","21","21","208","46","4","16","25","10","35","29","8","14","57","16","5","21","9","6","","1","6","38","15","5"
"366","Semplici A.","PALL. LISSONE","LIS","9","6","50","6","0","1","0","2","9","22","","","","4","3","7","2","1","","","","7","3",""
"367","Severgnini S.","B.T. PIZZIGHETTONE","PIZ","19","19","301","102","25","60","42","15","41","37","7","17","41","49","13","62","20","6","1","10","5","46","19","66"
"368","Sironi D.","CASA GIOVENTU' ERBA","ERB","29","27","90","10","2","6","33","0","5","0","6","7","86","4","3","7","3","3","","","4","8","7","10"
"369","Sirtori E.","LIBERTAS CERNUSCO","CER","32","31","517","191","74","157","47","0","1","0","43","82","52","87","43","130","55","15","7","6","23","80","75","175"
"370","Smaniotto S.","CASA GIOVENTU' ERBA","ERB","32","32","817","325","66","205","32","34","145","23","91","114","80","81","32","113","57","31","17","","48","67","90","193"
"371","Soldati D.","PALL. MILANO 1958","MIL","4","1","1","0","","","","","","","","","","","","","","","","","","","",""
"372","Somaschini T.","7 LAGHI GAZZADA","GAZ","22","12","46","10","1","2","50","0","5","0","8","15","53","6","1","7","3","1","1","","1","8","12","6"
"373","Somaschini E.","7 LAGHI GAZZADA","GAZ","37","36","690","153","33","87","38","15","56","27","42","61","69","66","25","91","24","14","3","3","23","58","50","135"
"374","Sorrentino M.","MILANOTRE BASKET","BAS","17","10","65","20","7","12","58","1","4","25","3","4","75","1","","1","8","2","","","5","6","4","9"
"375","Sparascio L.","C.ALLUMINIO BAJ ARCISATE","ARC","4","2","3","0","","","","","","","","","","","","","","","","","","1","","-1"
"376","Speronello D.","I. TEDESCHI SANSE CREMONA","CRE","31","31","881","353","48","107","45","59","188","31","80","116","69","88","15","103","75","41","4","6","69","101","101","269"
