"","Player_Name_Compact","Team","City","Game_Started","Games_Played","Minutes","Points","Two_Point_Made","Two_Point_Attempted","Two_Point_Percentage","Three_Point_Made","Three_Point_Attempted","Three_Point_Percentage","Free_Throws_Made","Free_Throws_Attempted","Free_Throws_Percentage","Defensive_Rebounds","Offensive_Rebounds","Total_Rebounds","Turnovers","Steals","Blocks_against","Blocks","Assists","Personal_Fouls","Personal_Fouls_Drawn","Efficiency"
"27","Baracchi C.","BK GALLARATE","GAL","18","7","15","0","0","1","0","0","1","0","","","","1","","1","","","","","1","1","","-1"
"28","Baroni M.","BK ISEO","ISE","39","38","1026","402","122","239","51","24","70","34","86","114","75","211","72","283","81","32","8","2","45","118","153","519"
"29","Basola P.","JU.VI. CREMONA","CRJ","13","10","103","36","6","13","46","6","18","33","6","8","75","2","1","3","7","1","","","12","11","5","18"
"30","Bassi M.","FOR ENERGY VIGEVANO","VIG","38","36","432","119","18","40","45","23","77","30","14","27","52","57","15","72","27","5","","1","34","42","27","100"
"31","Bazzani R.","JU.VI. CREMONA","CRJ","13","12","129","21","4","13","31","4","16","25","1","2","50","16","4","20","11","5","1","","10","10","3","15"
"32","Bazzoli R.","PALL. MILANO 1958","MIL","32","30","937","473","93","233","40","76","217","35","59","90","66","79","15","94","47","31","4","8","51","26","87","355"
"33","Belloni F.","JU.VI. CREMONA","CRJ","33","32","767","243","23","53","43","55","179","31","32","49","65","64","18","82","46","35","1","2","73","77","74","214"
"34","Bellotti L.","C.ALLUMINIO BAJ ARCISATE","ARC","25","25","888","380","76","150","51","31","143","22","135","171","79","87","14","101","83","56","9","1","111","55","147","427"
"35","Bellotti G.","BK GALLARATE","GAL","20","20","394","154","54","96","56","0","1","0","46","73","63","81","37","118","27","6","4","18","9","38","57","223"
"36","Belluco L.","CORONA PLATINA","PIA","37","27","142","23","0","3","0","5","23","22","8","10","80","7","6","13","5","3","1","","3","17","5","1"
"37","Belvisi M.","CISTELLUM CISLAGO","CIS","4","3","2","0","","","","","","","","","","","","","","","","","","","",""
"38","Ben Salem S.","PALL. LISSONE","LIS","3","1","3","0","","","","","","","","","","","","","","","","","","","",""
"39","Benassi A.","ROMANO BASKET (*)","ROM (*)","32","30","588","197","79","179","44","0","1","0","39","67","58","77","28","105","52","17","6","2","24","72","86","172"
"40","Benzoni D.","FOR ENERGY VIGEVANO","VIG","38","38","996","546","130","247","53","71","176","40","73","84","87","165","38","203","45","29","2","1","74","67","89","595"
"41","Beretta M.","LIBERTAS CERNUSCO","CER","33","33","823","113","50","102","49","0","2","0","13","30","43","195","99","294","49","30","2","38","81","84","31","381"
"42","Beretta G.","PALL. CERRO MAGGIORE","CEM","33","33","921","413","55","136","40","86","333","26","45","64","70","142","19","161","50","26","6","14","50","49","60","272"
"43","Bergna T.","V. CERMENATE","CER","2","1","1","0","","","","0","1","0","","","","","","","","","","","","","","-1"
"44","Bernardi R.","JU.VI. CREMONA","CRJ","23","23","409","99","30","53","57","9","27","33","12","22","55","56","14","70","29","15","2","","24","48","29","107"
"45","Bertoglio N.","PALL. MILANO 1958","MIL","33","33","694","165","16","39","41","39","114","34","16","19","84","71","15","86","17","20","1","","17","33","27","163"
"46","Bertuzzi C.","B.T. PIZZIGHETTONE","PIZ","33","33","445","150","25","51","49","25","81","31","25","32","78","39","14","53","26","15","2","2","27","29","39","140"
"47","Berzins T.","MANERBIO BK (*)","MAN (*)","16","15","140","17","6","21","29","0","6","0","5","8","62","14","4","18","8","3","1","1","5","18","8","1"
"48","Bettio Z.","MANERBIO BK (*)","MAN (*)","18","10","69","7","3","7","43","0","3","0","1","2","50","6","1","7","4","3","","1","4","11","2","1"
"49","Bianchi F.","C.ALLUMINIO BAJ ARCISATE","ARC","6","1","2","0","","","","0","1","0","","","","","","","","","","","","2","","-3"
"50","Bianchi O.","V. CERMENATE","CER","34","34","563","167","67","157","43","3","9","33","24","46","52","127","32","159","59","15","10","7","26","67","38","158"
"51","Bianchi S.","PALL. CERRO MAGGIORE","CEM","15","14","314","70","5","15","33","18","66","27","6","9","67","16","3","19","29","8","","","22","20","11","20"
"52","Bisognin S.","C.ALLUMINIO BAJ ARCISATE","ARC","30","30","760","278","96","215","45","1","11","9","83","112","74","136","43","179","50","21","11","10","24","70","114","337"
"53","Boccafurni E.","BK ISEO","ISE","20","20","416","153","63","112","56","2","18","11","21","44","48","72","42","114","30","16","5","15","27","51","44","195"
"54","Boccasavia D.","I. TEDESCHI SANSE CREMONA","CRE","31","31","904","325","76","142","54","36","91","40","65","77","84","143","66","209","38","20","5","6","36","50","55","425"
"55","Bodini R.","I. TEDESCHI SANSE CREMONA","CRE","31","26","497","86","19","63","30","6","23","26","30","44","68","59","22","81","34","17","3","1","25","31","35","102"
"56","Boffini F.","FOR ENERGY VIGEVANO","VIG","36","36","907","408","45","94","48","92","225","41","42","52","81","81","12","93","34","29","5","2","67","70","49","347"
"57","Bolzonella F.","7 LAGHI GAZZADA","GAZ","36","35","1103","555","163","289","56","36","134","27","121","140","86","138","36","174","59","32","9","","71","72","134","583"
"58","Bolzoni R.","B.T. PIZZIGHETTONE","PIZ","30","6","32","0","0","1","0","0","2","0","0","2","0","6","","6","1","2","","","3","2","2","5"
"59","Bona M.","JU.VI. CREMONA","CRJ","34","29","846","596","106","207","51","74","209","35","162","188","86","87","17","104","106","50","10","1","112","71","177","591"
"60","Bona A.","VIRTUS LUMEZZANE","LUM","31","20","537","183","27","73","37","29","76","38","42","53","79","57","7","64","47","15","5","1","52","57","59","161"
"61","Bonassi L.","MANERBIO BK (*)","MAN (*)","29","13","27","5","1","3","33","1","3","33","0","6","0","3","","3","2","","","","","4","3","-5"
"62","Bonechi M.","OPERA BK CLUB","OPE","25","20","130","20","3","16","19","3","12","25","5","6","83","11","3","14","6","2","1","","2","23","8","-7"
"63","Boninsegna E.","CORONA PLATINA","PIA","37","15","31","10","2","4","50","1","1","100","3","4","75","","","","1","","","","","2","2","6"
"64","Bonissi M.","USD NERVIANESE","NER","34","9","15","6","0","3","0","2","6","33","","","","1","1","2","","","","","","","","1"
"65","Bonora F.","MILANOTRE BASKET","BAS","37","36","454","141","48","89","54","9","26","35","18","35","51","82","48","130","23","14","4","7","9","79","24","144"
"66","Borghetti L.","VIRTUS LUMEZZANE","LUM","15","14","227","84","12","26","46","14","38","37","18","26","69","25","4","29","8","11","3","2","10","36","20","63"
"67","Borghi G.","CSA AGRATE BRIANZA","AGR","27","27","438","169","56","121","46","5","25","20","42","56","75","93","12","105","44","22","4","3","40","74","60","178"
"68","Borroni D.","CISTELLUM CISLAGO","CIS","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"69","Bossi L.","BATTAGLIA MORTARA","MOR","36","36","879","262","67","151","44","32","99","32","32","47","68","84","43","127","45","52","7","2","55","72","55","263"
"70","Botta A.","OPERA BK CLUB","OPE","17","12","100","13","3","7","43","1","6","17","4","6","67","8","3","11","4","1","","","2","20","7","-1"
"71","Bottacin J.","FOR ENERGY VIGEVANO","VIG","35","28","161","21","5","14","36","2","8","25","5","8","62","11","9","20","9","4","1","1","6","27","8","5"
"72","Bozzetti A.","I. TEDESCHI SANSE CREMONA","CRE","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"73","Bozzetti A.","JU.VI. CREMONA","CRJ","32","30","430","74","9","33","27","13","38","34","17","23","74","33","10","43","33","10","2","2","26","44","23","44"
"74","Brambilla L.","CASA GIOVENTU' ERBA","ERB","34","34","899","384","132","282","47","16","86","19","72","126","57","134","70","204","64","35","8","5","47","78","108","359"
"75","Broggi M.","V. CERMENATE","CER","34","34","894","255","68","179","38","22","101","22","53","94","56","119","25","144","73","44","9","1","117","89","131","290"
"76","Brunelli M.","MANERBIO BK (*)","MAN (*)","31","27","724","161","37","115","32","20","80","25","27","57","47","80","16","96","60","20","9","6","18","82","44","26"
"77","Buzzini R.","ROMANO BASKET (*)","ROM (*)","34","34","896","271","56","107","52","40","108","37","39","53","74","70","15","85","65","28","6","","95","72","73","276"
"78","Cacciani S.","ROBUR SARONNO","SAR","39","39","1198","412","81","164","49","66","186","35","52","73","71","125","20","145","33","25","3","5","45","81","77","368"
"79","Caffarra S.","CISTELLUM CISLAGO","CIS","13","13","332","110","37","99","37","6","38","16","18","27","67","54","9","63","28","15","2","6","23","34","32","82"
"80","Calasso L.","MANERBIO BK (*)","MAN (*)","28","28","725","243","65","130","50","17","66","26","62","94","66","66","24","90","91","23","5","1","26","72","88","157"
"81","Cambiati P.","I. TEDESCHI SANSE CREMONA","CRE","2","0","","0","","","","","","","","","","","","","","","","","","","",""
"82","Campana M.","CSA AGRATE BRIANZA","AGR","25","25","572","147","38","92","41","11","31","35","38","55","69","39","34","73","24","13","6","6","13","45","37","123"
"83","Campeggi T.","LIBERTAS CERNUSCO","CER","31","31","511","137","48","87","55","6","31","19","23","45","51","61","39","100","35","19","2","8","24","51","37","151"
"84","Cancelli M.","PALL. GARDONESE","GAR","28","28","740","262","93","182","51","12","30","40","40","67","60","114","57","171","48","18","7","7","35","86","102","320"
"85","Candiloro M.","PALL. MILANO 1958","MIL","2","1","4","0","","","","","","","","","","","","","","","","","","","",""
"86","Cappellari A.","MILANOTRE BASKET","BAS","37","33","474","79","23","47","49","6","18","33","15","19","79","44","4","48","24","13","1","2","53","77","32","85"
"87","Cappellari A.","CISTELLUM CISLAGO","CIS","34","33","796","267","107","240","45","0","5","0","53","70","76","114","81","195","49","23","10","10","49","102","73","301"
"88","Cappellotto F.","BK GALLARATE","GAL","6","5","72","29","9","17","53","1","5","20","8","10","80","19","3","22","3","4","","2","4","9","9","44"
"89","Caramatti R.","VIRTUS LUMEZZANE","LUM","34","33","1015","472","84","189","44","82","225","36","58","67","87","123","16","139","89","32","5","2","72","58","87","395"
"90","Carlotti E.","BK GALLARATE","GAL","5","0","","0","","","","","","","","","","","","","","","","","","","",""
"91","Carrara G.","ROMANO BASKET (*)","ROM (*)","34","33","731","265","95","179","53","15","58","26","30","47","64","145","39","184","50","20","5","13","32","66","45","294"
"92","Carrera A.","ROMANO BASKET (*)","ROM (*)","32","30","639","341","76","177","43","30","90","33","99","122","81","62","15","77","57","28","8","","37","60","119","293"
"93","Carzaniga M.","LIBERTAS CERNUSCO","CER","11","9","111","26","2","4","50","6","16","38","4","4","100","9","","9","3","3","","1","1","5","8","28"
"94","Casali L.","B.T. PIZZIGHETTONE","PIZ","30","29","914","408","79","188","42","47","148","32","109","132","83","119","22","141","56","39","5","6","51","80","139","410"
"95","Cassano M.","PALL. CERRO MAGGIORE","CEM","28","28","606","148","27","105","26","15","65","23","49","64","77","45","21","66","39","22","6","","51","105","71","65"
"96","Castiglioni J.","CSA AGRATE BRIANZA","AGR","24","22","216","88","11","28","39","17","56","30","15","19","79","18","1","19","12","8","1","","16","8","18","68"
"97","Catalfamo I.","CSA AGRATE BRIANZA","AGR","26","25","574","182","63","103","61","8","35","23","32","40","80","60","23","83","43","67","6","5","32","62","35","218"
"98","Cattaneo M.","PALL. MILANO 1958","MIL","31","31","557","119","44","77","57","4","27","15","19","31","61","67","18","85","36","42","2","6","82","58","34","204"
"99","Cattaneo T.","PALL. MILANO 1958","MIL","34","23","126","13","1","6","17","3","8","38","2","2","100","13","1","14","4","4","","1","5","12","1","12"
"100","Cattaneo A.","CISTELLUM CISLAGO","CIS","34","34","1013","315","82","216","38","37","100","37","40","47","85","112","19","131","42","13","1","12","48","67","81","286"
"101","Cattaneo N.","BATTAGLIA MORTARA","MOR","22","21","578","219","45","100","45","27","85","32","48","58","83","71","7","78","23","37","2","1","51","41","66","263"
"102","Cattarin F.","PALL. MILANO 1958","MIL","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"103","Cazzaniga L.","OPERA BK CLUB","OPE","14","12","129","17","3","16","19","3","17","18","2","2","100","10","3","13","5","4","","","9","19","8",""
"104","Cazzaniga R.","JU.VI. CREMONA","CRJ","38","38","1021","293","82","178","46","34","96","35","27","36","75","115","72","187","33","45","3","15","51","60","51","379"
"105","Ceppi S.","CASA GIOVENTU' ERBA","ERB","34","33","774","329","57","123","46","56","190","29","47","59","80","55","20","75","57","24","4","1","55","30","65","246"
"106","Cesana P.","CASA GIOVENTU' ERBA","ERB","32","32","379","43","12","42","29","5","25","20","4","6","67","30","18","48","6","5","","2","16","55","9","10"
"107","Chiarello P.","ROMANO BASKET (*)","ROM (*)","32","32","899","257","93","208","45","10","54","19","41","50","82","137","23","160","61","16","4","13","66","83","52","248"
"108","Chiesa A.","MILANOTRE BASKET","BAS","12","6","11","3","1","6","17","","","","1","2","50","","1","1","1","","1","","","","1","-3"
"109","Ciardiello L.","BK GALLARATE","GAL","33","33","794","442","55","143","38","86","258","33","74","96","77","77","11","88","69","22","10","1","48","96","95","239"
"110","Cinquepalmi N.","MILANOTRE BASKET","BAS","35","26","243","50","22","42","52","0","7","0","6","21","29","25","6","31","19","6","2","2","8","42","27","19"
"111","Cipelletti L.","B.T. PIZZIGHETTONE","PIZ","15","14","183","26","8","24","33","2","8","25","4","6","67","11","15","26","16","8","1","1","18","43","12","7"
"112","Cipelletti A.","B.T. PIZZIGHETTONE","PIZ","2","0","","0","","","","","","","","","","","","","","","","","","","",""
"113","Cipriani M.","MANERBIO BK (*)","MAN (*)","14","11","108","19","6","16","38","2","15","13","1","1","100","11","6","17","20","2","1","","3","14","2","-15"
"114","Citterio A.","CASA GIOVENTU' ERBA","ERB","3","2","2","0","","","","","","","","","","","","","","","","","","","",""
"115","Clementoni M.","PALL. MILANO 1958","MIL","33","33","647","388","71","140","51","53","157","34","87","110","79","68","27","95","36","59","7","2","30","73","85","347"
"116","Clerici M.","C.ALLUMINIO BAJ ARCISATE","ARC","29","28","914","395","93","184","51","48","142","34","65","87","75","186","75","261","40","30","8","12","24","57","71","481"
"117","Cocchi F.","I. TEDESCHI SANSE CREMONA","CRE","31","31","590","141","28","67","42","20","84","24","25","47","53","80","16","96","27","22","9","5","18","88","40","73"
"118","Codazzi A.","I. TEDESCHI SANSE CREMONA","CRE","10","5","6","0","","","","0","1","0","","","","1","","1","1","","","","","1","","-2"
"119","Cogliati E.","PALL. LISSONE","LIS","31","31","856","225","33","75","44","47","167","28","18","26","69","65","8","73","55","28","4","4","86","49","41","179"
"120","Collini R.","PALL. LISSONE","LIS","32","31","935","287","131","221","59","","","","25","114","22","194","73","267","66","28","7","27","37","96","141","439"
"121","Colombo A.","CASA GIOVENTU' ERBA","ERB","32","31","213","25","11","36","31","0","4","0","3","6","50","11","16","27","8","8","2","","11","20","10","19"
"122","Colombo A.","OPERA BK CLUB","OPE","18","18","337","66","4","32","12","17","74","23","7","9","78","50","8","58","10","8","2","","14","44","15","18"
"123","Colombo M.","MILANOTRE BASKET","BAS","37","35","1058","367","79","165","48","47","162","29","68","90","76","162","31","193","40","31","8","3","77","65","100","435"
"124","Colombo T.","CASA GIOVENTU' ERBA","ERB","34","34","798","247","84","208","40","14","55","25","37","61","61","147","37","184","27","29","8","10","25","71","60","260"
"125","Colpani A.","MANERBIO BK (*)","MAN (*)","8","7","52","9","2","5","40","1","8","12","2","2","100","8","1","9","7","2","","","1","3","4","5"
"126","Contini T.","I. TEDESCHI SANSE CREMONA","CRE","31","28","283","76","21","49","43","1","3","33","31","44","70","58","30","88","22","4","3","","7","42","34","99"
"127","Coppi C.","PALL. GARDONESE","GAR","23","14","199","56","19","40","48","2","11","18","12","18","67","30","19","49","8","7","2","2","9","27","18","68"
"128","Corno A.","USD NERVIANESE","NER","33","33","885","427","68","149","46","80","242","33","51","71","72","89","18","107","47","15","5","4","42","59","66","287"
"129","Corti G.","CASA GIOVENTU' ERBA","ERB","33","33","442","106","28","60","47","13","47","28","11","17","65","57","18","75","19","18","3","5","15","76","18","67"
"130","Cozzi F.","USD NERVIANESE","NER","3","2","2","0","","","","","","","","","","","","","","","","","","","",""
"131","Crescini D.","VIRTUS LUMEZZANE","LUM","34","32","905","281","38","69","55","56","158","35","37","45","82","123","22","145","55","61","2","7","103","113","55","341"
"132","Crippa M.","CASA GIOVENTU' ERBA","ERB","29","29","413","83","35","84","42","0","15","0","13","18","72","60","34","94","19","19","3","7","22","83","20","71"
"133","Croci A.","USD NERVIANESE","NER","4","2","1","0","","","","","","","","","","","","","","","","","","","",""
"134","Cuccarolo G.","PALL. GARDONESE","GAR","16","15","305","77","33","57","58","","","","11","26","42","53","20","73","21","7","","13","15","45","30","110"
"135","Dal Barco I.","USD NERVIANESE","NER","2","0","","0","","","","","","","","","","","","","","","","","","","",""
"136","Dalle Ave S.","C.ALLUMINIO BAJ ARCISATE","ARC","28","23","224","63","15","33","45","5","28","18","18","22","82","20","15","35","14","13","1","","10","28","23","56"
"137","Dalovic M.","PALL. GARDONESE","GAR","21","21","540","236","24","65","37","52","150","35","32","37","86","41","4","45","50","11","4","4","26","36","38","126"
"138","Danelutti J.","PALL. LISSONE","LIS","15","15","468","150","55","117","47","6","26","23","22","62","35","109","42","151","26","12","6","2","23","42","66","208"
"139","Danelutti J.","ROBUR SARONNO","SAR","17","16","286","95","39","77","51","1","4","25","14","52","27","55","17","72","18","8","3","3","11","38","45","96"
"140","Davini A.","MANERBIO BK (*)","MAN (*)","2","1","1","0","","","","","","","","","","","","","","","","","","","",""
"141","De Capitani F.","ROBUR SARONNO","SAR","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"142","De Conto P.","LIBERTAS CERNUSCO","CER","34","34","715","204","78","158","49","7","36","19","27","62","44","69","54","123","34","13","2","3","22","60","57","182"
"143","De Francesco F.","OPERA BK CLUB","OPE","21","19","238","54","8","25","32","12","36","33","2","3","67","26","1","27","4","5","1","","5","26","7","25"
"144","De Guzman M.","MANERBIO BK (*)","MAN (*)","32","31","1066","465","83","192","43","70","235","30","89","119","75","127","13","140","116","53","5","1","94","61","120","387"
"145","De Martino P.","CORONA PLATINA","PIA","16","16","369","112","9","25","36","27","91","30","13","19","68","54","4","58","17","14","","4","24","23","17","103"
"146","De Piccoli E.","ROBUR SARONNO","SAR","39","35","373","87","32","64","50","3","6","50","14","20","70","65","14","79","14","10","","2","11","44","30","120"
"147","De Tomasi A.","PALL. CERRO MAGGIORE","CEM","17","13","306","85","16","55","29","9","29","31","26","32","81","54","8","62","29","8","5","2","30","26","36","98"
"148","De Vincenzo G.","I. TEDESCHI SANSE CREMONA","CRE","31","30","741","408","82","154","53","47","148","32","103","134","77","74","14","88","98","50","5","4","75","95","128","351"
"149","Degrada S.","PALL. LISSONE","LIS","17","17","474","230","48","115","42","31","99","31","41","50","82","29","5","34","43","20","7","1","36","36","41","132"
"150","Degrada S.","ROBUR SARONNO","SAR","17","17","351","158","39","81","48","16","59","27","32","38","84","35","5","40","26","13","","","19","43","39","109"
"151","Dejace M.","7 LAGHI GAZZADA","GAZ","30","28","332","152","41","75","55","11","34","32","37","47","79","49","24","73","16","12","4","14","11","40","38","173"
"152","Deleidi L.","ROMANO BASKET (*)","ROM (*)","34","34","754","243","54","116","47","13","35","37","96","120","80","98","18","116","71","51","8","","56","38","111","352"
"153","Delibasic M.","CORONA PLATINA","PIA","37","32","848","244","53","116","46","26","93","28","60","99","61","139","51","190","59","46","6","2","76","98","93","319"
"154","Delle Donne A.","I. TEDESCHI SANSE CREMONA","CRE","28","23","687","183","26","97","27","35","133","26","26","36","72","84","26","110","66","17","2","3","46","52","50","110"
"155","Delos Reyes R.","MILANOTRE BASKET","BAS","10","4","10","3","0","1","0","1","2","50","","","","1","","1","1","","1","","","1","","-1"
"156","Dhaoui A.","ROBUR SARONNO","SAR","17","2","6","0","","","","","","","","","","","1","1","2","","","","1","","",""
"157","Di Fiore T.","OPERA BK CLUB","OPE","2","1","2","0","","","","","","","","","","","","","","","","","","","",""
"158","Di Gennaro M.","BATTAGLIA MORTARA","MOR","26","26","684","276","63","128","49","32","121","26","54","84","64","54","27","81","42","33","7","2","40","42","72","229"
"159","Dieng D.","VIRTUS LUMEZZANE","LUM","10","4","3","2","1","1","100","0","1","0","","","","","","","","","","","","","","1"
"160","Digianvittorio S.","CISTELLUM CISLAGO","CIS","34","34","1032","304","85","209","41","31","90","34","41","53","77","117","35","152","82","40","3","2","87","51","89","343"
"161","Driol S.","USD NERVIANESE","NER","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"162","Dronjak L.","BATTAGLIA MORTARA","MOR","35","34","1152","497","157","289","54","23","85","27","114","155","74","124","20","144","102","52","7","1","145","72","127","550"
"163","Dzigal R.","PALL. GARDONESE","GAR","19","13","76","18","6","19","32","","","","6","9","67","11","11","22","3","1","","1","","16","9","16"
"164","El Rawi M.","MILANOTRE BASKET","BAS","5","2","3","0","","","","","","","","","","","","","1","","","","","1","","-2"
"165","Faccioli R.","I. TEDESCHI SANSE CREMONA","CRE","30","27","769","350","118","218","54","6","30","20","96","164","59","195","79","274","88","38","2","12","60","94","166","524"
"166","Fedrigo G.","BK GALLARATE","GAL","33","33","891","283","49","113","43","48","159","30","41","68","60","105","22","127","54","21","7","3","58","88","73","214"
"167","Ferraresi F.","PALL. LISSONE","LIS","5","0","","0","","","","","","","","","","","","","","","","","","","",""
"168","Ferrari A.","ROMANO BASKET (*)","ROM (*)","31","8","13","2","1","5","20","","","","","","","","","","1","","","","","1","","-4"
"169","Ferrario A.","BK GALLARATE","GAL","23","18","127","25","7","23","30","1","1","100","8","12","67","15","5","20","3","1","","","4","25","12","14"
"170","Ferraris F.","LIBERTAS CERNUSCO","CER","34","16","67","15","2","12","17","2","11","18","5","9","56","6","2","8","13","5","2","","10","7","11","4"
"171","Ferretti A.","BATTAGLIA MORTARA","MOR","31","30","733","182","56","121","46","15","56","27","25","46","54","147","39","186","31","20","5","16","29","75","55","250"
"172","Ferri A.","FOR ENERGY VIGEVANO","VIG","38","38","904","315","50","94","53","57","158","36","44","58","76","68","23","91","29","14","3","3","50","61","57","278"
"173","Ferri A.","ROMANO BASKET (*)","ROM (*)","34","33","815","350","69","117","59","61","175","35","29","35","83","74","22","96","36","60","5","3","33","83","53","303"
"174","Fiamberti M.","C.ALLUMINIO BAJ ARCISATE","ARC","31","30","547","101","12","30","40","24","71","34","5","8","62","62","19","81","12","32","2","12","23","60","8","115"
"175","Filipponi E.","BATTAGLIA MORTARA","MOR","4","1","4","0","","","","","","","","","","","","","1","","","","","1","","-2"
"176","Filipponi T.","BATTAGLIA MORTARA","MOR","1","0","","0","","","","","","","","","","","","","","","","","","","",""
"177","Florio L.","C.ALLUMINIO BAJ ARCISATE","ARC","30","30","474","151","62","149","42","1","12","8","24","48","50","76","41","117","25","10","10","2","11","63","44","115"
"178","Fogato F.","BK GALLARATE","GAL","24","23","492","132","27","70","39","18","67","27","24","38","63","86","8","94","67","31","2","2","104","33","55","210"
"179","Fontana S.","JU.VI. CREMONA","CRJ","13","13","228","60","10","24","42","7","25","28","19","23","83","17","15","32","14","6","1","","6","16","18","55"
"180","Formentini F.","CSA AGRATE BRIANZA","AGR","27","27","670","226","57","143","40","19","75","25","55","85","65","81","8","89","77","43","4","","103","78","100","230"
"181","Fossati M.","PALL. GARDONESE","GAR","27","27","760","230","88","159","55","3","29","10","45","85","53","90","58","148","61","41","9","5","49","67","73","272"
"182","Foti F.","B.T. PIZZIGHETTONE","PIZ","30","29","929","373","89","193","46","42","123","34","69","81","85","86","28","114","51","29","6","","118","62","77","395"
"183","Franzoni M.","BK ISEO","ISE","31","29","694","210","64","133","48","17","58","29","31","55","56","93","42","135","32","21","8","12","28","72","53","213"
"184","Freri F.","CISTELLUM CISLAGO","CIS","34","34","799","209","63","134","47","15","57","26","38","56","68","144","44","188","42","15","4","12","18","78","59","246"
"185","Frontini G.","USD NERVIANESE","NER","34","34","781","317","122","262","47","4","13","31","61","83","73","93","69","162","47","25","3","12","28","105","66","284"
"186","Furlanetto L.","ROBUR SARONNO","SAR","22","20","464","126","17","45","38","15","47","32","47","58","81","56","11","67","29","13","3","1","37","29","54","166"
